Target,Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Admission grade,Tuition fees up to date,Curricular units 2nd sem (evaluations),Previous qualification (grade),Age at enrollment,Curricular units 1st sem (evaluations),Course,Father's occupation,Mother's occupation,GDP,Unemployment rate,Application mode,Father's qualification,Inflation rate,Mother's qualification,Curricular units 2nd sem (enrolled),Curricular units 1st sem (enrolled),Scholarship holder,Application order,Debtor,Gender
Enrolled,5.0,13.4,5.0,12.8,145.3,1.0,7.0,146.0,18.0,8.0,9853.0,3.0,9.0,-3.12,9.4,1.0,38.0,-0.8,19.0,6.0,6.0,1,1.0,0,0.0
Graduate,6.0,13.66666667,6.0,13.0,122.6,1.0,6.0,131.0,18.0,7.0,9238.0,3.0,5.0,1.79,12.4,17.0,39.0,0.5,1.0,6.0,6.0,0,3.0,0,0.0
Graduate,8.0,15.01111111,7.0,13.46714286,128.0,1.0,9.0,132.0,19.0,7.0,9500.0,9.0,8.0,1.79,12.4,17.0,37.0,0.5,1.0,8.0,7.0,0,3.5,0,0.0
Dropout,7.0,13.74285714,7.0,13.2375,124.9,1.0,9.0,138.0,18.0,9.0,9500.0,8.0,5.0,0.79,13.9,1.0,19.0,-0.3,19.0,8.0,7.0,1,3.0,0,0.0
Graduate,6.0,13.0,6.0,12.33333333,123.7,1.0,6.0,130.0,18.0,6.0,9070.0,9.0,9.0,0.32,7.6,17.0,37.0,2.6,37.0,6.0,6.0,0,2.0,0,0.0
Graduate,5.0,14.6,5.0,12.4,120.1,1.0,5.0,126.0,19.0,7.0,9147.0,8.0,4.0,3.51,8.9,1.0,19.0,1.4,1.0,5.0,5.0,0,3.5,0,0.0
Dropout,0.0,6.8750000049999995,5.0,14.0,131.7,1.0,7.0,148.0,19.0,8.0,9500.0,3.0,3.0,0.79,13.9,17.0,19.0,-0.3,1.0,7.0,7.0,0,3.5,0,0.0
Graduate,7.0,11.71428571,9.0,11.66666667,133.2,1.0,8.0,130.0,20.0,15.0,9238.0,7.0,9.0,0.32,7.6,43.0,37.0,2.6,38.0,7.0,9.0,0,1.0,0,0.0
Dropout,4.0,12.5,5.0,12.0,109.3,0.0,9.0,117.0,19.0,7.0,9670.0,9.0,3.0,1.79,12.4,1.0,38.0,0.5,1.0,6.0,6.0,1,1.0,1,0.0
Graduate,4.0,11.5,4.0,12.2,113.0,1.0,5.0,120.0,20.0,7.0,9670.0,5.0,5.0,0.32,7.6,17.0,19.0,2.6,19.0,5.0,5.0,0,1.0,0,0.0
Graduate,6.0,14.83333333,6.0,14.83333333,157.9,1.0,6.0,153.0,18.0,6.0,9773.0,16.5,16.5,3.51,8.9,1.0,1.0,1.4,1.0,6.0,6.0,1,1.0,1,0.0
Enrolled,7.0,12.89285714,5.0,13.188,112.1,1.0,9.0,117.0,20.0,9.0,9500.0,7.0,4.0,2.02,11.1,1.0,1.0,0.6,19.0,8.0,7.0,1,2.0,0,0.0
Graduate,8.0,17.208333325,7.0,17.0,160.15000000000003,1.0,8.0,162.5,18.0,8.0,9500.0,8.0,4.0,0.79,13.9,18.0,1.0,-0.3,19.0,8.0,7.0,0,1.0,0,0.0
Graduate,6.0,12.66666667,6.0,12.66666667,128.8,1.0,7.0,129.0,19.0,7.0,9500.0,9.0,9.0,0.32,7.6,1.0,37.0,2.6,37.0,7.0,7.0,0,3.5,0,0.0
Graduate,5.0,12.0,6.0,12.66666667,110.1,1.0,10.0,116.0,19.0,8.0,9773.0,4.0,4.0,1.79,12.4,1.0,1.0,0.5,19.0,6.0,6.0,1,3.5,0,0.0
Enrolled,0.0,6.8750000049999995,0.0,7.3999999999999995,99.7,0.0,7.0,102.5,22.0,8.0,9147.0,3.0,3.0,3.51,8.9,51.0,1.0,1.4,3.0,5.0,5.0,0,1.0,1,0.0
Graduate,6.0,11.5,6.0,11.33333333,121.0,1.0,6.0,135.0,19.0,7.0,9238.0,10.0,9.0,1.79,12.4,1.0,12.0,0.5,1.0,6.0,6.0,1,3.0,0,0.0
Graduate,8.0,12.33125,7.0,13.605,131.7,1.0,11.0,141.0,19.0,10.0,9500.0,7.0,9.0,-4.06,15.5,1.0,19.0,2.8,19.0,8.0,7.0,1,3.0,0,0.0
Graduate,5.0,10.8,5.0,12.0,119.1,1.0,9.0,132.0,19.0,10.0,9853.0,6.0,5.0,-3.12,9.4,17.0,38.0,-0.8,37.0,6.0,6.0,1,3.5,0,0.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,124.7,1.0,10.0,132.0,19.0,10.0,9254.0,9.0,9.0,0.32,7.6,1.0,19.0,2.6,12.0,5.0,5.0,0,3.5,0,0.0
Dropout,3.0,11.66666667,5.0,11.2,117.2,1.0,12.0,113.0,20.0,8.0,9254.0,10.0,9.0,0.32,7.6,17.0,37.0,2.6,1.0,6.0,6.0,0,1.0,0,0.0
Graduate,5.0,14.16666667,5.0,13.375,128.8,1.0,9.0,134.0,18.0,10.0,9147.0,10.0,2.0,0.79,13.9,1.0,19.0,-0.3,3.0,5.0,5.0,0,1.0,0,0.0
Graduate,7.0,14.17857143,6.0,13.86333333,131.5,1.0,9.0,136.0,20.0,8.0,9500.0,9.0,9.0,2.02,11.1,1.0,19.0,0.6,1.0,8.0,7.0,1,1.0,0,0.0
Enrolled,0.0,6.8750000049999995,0.0,7.3999999999999995,121.7,1.0,0.0,136.0,18.0,0.0,8378.5,8.0,2.0,-3.12,9.4,1.0,37.0,-0.8,3.0,2.0,2.0,0,1.0,0,0.0
Graduate,5.0,13.4,5.0,12.4,123.4,1.0,6.0,129.0,19.0,6.0,9085.0,7.0,4.0,0.32,7.6,1.0,38.0,2.6,1.0,5.0,5.0,0,1.0,0,0.0
Enrolled,5.0,10.83333333,3.0,12.33333333,124.7,1.0,10.0,138.0,18.0,11.0,9853.0,6.0,7.0,-3.12,9.4,17.0,38.0,-0.8,38.0,6.0,6.0,0,1.0,0,0.0
Graduate,5.0,11.8,6.0,13.33333333,132.8,1.0,8.0,137.0,18.0,7.0,9853.0,9.0,9.0,0.32,7.6,1.0,37.0,2.6,37.0,6.0,6.0,0,1.0,0,0.0
Dropout,3.0,10.0,3.0,12.66666667,108.7,1.0,12.0,115.0,21.0,10.0,9853.0,5.0,2.0,-3.12,9.4,43.0,37.0,-0.8,3.0,6.0,6.0,0,1.0,0,0.0
Dropout,4.0,11.5,6.0,12.0,138.1,1.0,10.0,129.0,19.0,8.0,9853.0,6.0,6.0,0.32,7.6,1.0,37.0,2.6,38.0,6.0,6.0,0,1.0,0,0.0
Graduate,5.0,11.8,5.0,10.6,126.5,1.0,5.0,131.0,18.0,5.0,9147.0,9.0,9.0,1.79,12.4,1.0,38.0,0.5,38.0,5.0,5.0,1,1.0,0,0.0
Graduate,6.0,11.85714286,6.0,12.25,127.4,1.0,7.0,133.0,18.0,8.0,9238.0,9.0,7.0,-1.7,12.7,17.0,37.0,3.7,1.0,6.0,6.0,1,2.0,0,0.0
Graduate,6.0,11.83333333,4.0,11.0,123.6,1.0,9.0,125.0,20.0,10.0,9238.0,10.0,9.0,-3.12,9.4,1.0,1.0,-0.8,19.0,6.0,6.0,0,3.0,0,0.0
Graduate,5.0,12.6,5.0,11.0,122.0,1.0,9.0,120.0,24.0,11.0,8378.5,8.0,6.0,2.02,11.1,39.0,19.0,0.6,1.0,6.0,6.0,1,1.0,0,0.0
Dropout,6.0,13.0,6.0,13.16666667,118.2,1.0,9.0,128.0,19.0,6.0,9670.0,1.0,4.0,1.74,10.8,1.0,1.0,1.4,19.0,6.0,6.0,0,1.0,0,0.0
Graduate,7.0,12.76111111,7.0,12.85555556,123.9,1.0,12.0,127.0,18.0,9.0,9500.0,7.0,9.0,-4.06,15.5,1.0,37.0,2.8,19.0,8.0,7.0,1,1.0,0,0.0
Graduate,8.0,15.355,7.0,14.91875,125.8,1.0,8.0,134.0,18.0,8.0,9500.0,9.0,9.0,-4.06,15.5,1.0,19.0,2.8,19.0,8.0,7.0,0,2.0,0,0.0
Dropout,3.0,11.0,4.0,11.5,123.3,1.0,10.0,132.0,21.0,13.0,9853.0,4.0,4.0,1.74,10.8,17.0,12.0,1.4,12.0,6.0,6.0,0,3.5,0,0.0
Graduate,5.0,14.2,5.0,14.2,124.4,1.0,5.0,124.0,19.0,5.0,9670.0,4.0,5.0,0.32,7.6,17.0,19.0,2.6,1.0,5.0,5.0,0,2.0,0,0.0
Graduate,6.0,13.0,6.0,12.5,126.0,1.0,7.0,133.1,19.0,6.0,9773.0,7.0,7.0,-4.06,15.5,17.0,37.0,2.8,19.0,6.0,6.0,1,1.0,0,0.0
Enrolled,0.0,6.8750000049999995,0.0,7.3999999999999995,160.15000000000003,1.0,0.0,162.5,34.0,1.0,9003.0,6.0,6.0,3.51,8.9,39.0,37.0,1.4,1.0,6.0,2.0,0,1.0,1,0.0
Graduate,4.0,11.0,5.0,11.66666667,121.5,1.0,12.0,125.0,19.0,10.0,9238.0,8.0,7.0,0.79,13.9,17.0,19.0,-0.3,19.0,6.0,6.0,0,3.0,0,0.0
Graduate,7.0,14.25714286,7.0,14.25714286,130.0,1.0,8.0,130.0,29.0,8.0,9500.0,1.0,1.0,-1.7,12.7,39.0,2.0,3.7,2.0,8.0,8.0,0,1.0,0,0.0
Dropout,2.0,11.33333333,3.0,12.0,117.0,1.0,12.0,125.0,21.0,13.0,9238.0,8.0,4.0,-0.92,16.2,43.0,19.0,0.3,19.0,6.0,6.0,0,1.0,0,0.0
Enrolled,4.0,10.5,4.0,11.25,130.0,1.0,11.0,130.0,28.0,13.0,9085.0,7.0,9.0,-1.7,12.7,39.0,19.0,3.7,37.0,5.0,5.0,0,1.0,0,0.0
Graduate,8.0,13.5625,7.0,12.45714286,108.0,1.0,8.0,133.1,20.0,8.0,9556.0,10.0,3.0,-4.06,15.5,17.0,37.0,2.8,37.0,8.0,7.0,0,2.0,0,0.0
Graduate,6.0,11.68333333,6.0,11.68333333,132.3,1.0,7.0,131.0,19.0,7.0,9500.0,5.0,4.0,0.32,7.6,17.0,38.0,2.6,2.0,7.0,7.0,0,1.0,0,0.0
Graduate,5.0,12.0,3.0,11.66666667,148.0,1.0,8.0,150.0,26.0,10.0,8378.5,6.0,4.0,-3.12,9.4,42.0,2.0,-0.8,19.0,6.0,6.0,0,1.0,0,0.0
Dropout,6.0,13.16666667,4.0,11.75,122.6,0.0,6.0,125.0,20.0,8.0,9254.0,8.0,9.0,2.02,11.1,17.0,37.0,0.6,37.0,6.0,6.0,0,2.0,1,0.0
Enrolled,4.0,13.5,3.0,11.66666667,123.0,1.0,6.0,131.0,18.0,6.0,9670.0,9.0,9.0,0.32,7.6,1.0,37.0,2.6,37.0,5.0,5.0,1,1.0,0,0.0
Graduate,5.0,12.0,5.0,13.2,102.5,1.0,10.0,130.0,27.0,9.0,9853.0,5.0,9.0,0.32,7.6,39.0,19.0,2.6,37.0,6.0,6.0,0,1.0,0,0.0
Dropout,4.0,11.95,4.0,11.95,113.3,1.0,8.0,123.0,20.0,8.0,9500.0,16.5,16.5,0.32,7.6,1.0,34.0,2.6,34.0,7.0,7.0,0,2.0,0,0.0
Dropout,5.0,10.4,5.0,12.4,133.0,1.0,12.0,141.0,18.0,8.0,9853.0,5.0,9.0,-3.12,9.4,1.0,19.0,-0.8,37.0,6.0,6.0,0,3.5,0,0.0
Dropout,6.0,14.58333333,6.0,14.35,140.0,1.0,10.0,140.0,33.0,8.0,9500.0,5.0,9.0,-0.92,16.2,7.0,1.0,0.3,1.0,8.0,7.0,0,1.0,0,0.0
Graduate,12.0,12.78947368,10.5,12.61904762,128.3,1.0,16.0,140.0,34.0,16.0,9853.0,3.0,3.0,1.79,12.4,43.0,1.0,0.5,3.0,10.0,10.0,0,1.0,0,0.0
Enrolled,6.0,13.16666667,6.0,12.66666667,140.0,1.0,7.0,140.0,26.0,7.0,9991.0,8.0,9.0,-3.12,9.4,44.0,19.0,-0.8,37.0,6.0,6.0,1,1.0,0,0.0
Dropout,0.0,6.8750000049999995,5.0,12.0,104.0,0.0,6.0,133.1,27.0,6.0,9773.0,4.0,3.0,2.02,11.1,39.0,19.0,0.6,19.0,6.0,6.0,0,1.0,1,0.0
Dropout,0.0,6.8750000049999995,6.0,12.16666667,122.3,0.0,6.0,131.0,19.0,6.0,9070.0,5.0,5.0,-4.06,15.5,18.0,37.0,2.8,1.0,6.0,6.0,0,3.0,0,0.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,135.0,1.0,0.0,143.0,20.0,0.0,9254.0,6.0,4.0,2.02,11.1,17.0,19.0,0.6,1.0,6.0,6.0,0,2.0,0,0.0
Dropout,3.0,10.57142857,3.0,10.0,119.1,0.0,9.0,132.0,20.0,9.0,9147.0,7.0,5.0,1.74,10.8,18.0,3.0,1.4,3.0,5.0,5.0,0,2.0,1,0.0
Enrolled,4.0,10.0,8.0,11.5,126.6,0.0,12.0,143.0,21.0,16.0,9238.0,9.0,5.0,-3.12,9.4,43.0,37.0,-0.8,1.0,6.0,10.0,0,1.0,1,0.0
Graduate,6.0,13.05,6.0,13.05,129.0,1.0,7.0,141.0,18.0,7.0,9500.0,4.0,9.0,0.32,7.6,17.0,1.0,2.6,38.0,7.0,7.0,1,3.0,0,0.0
Dropout,0.0,6.8750000049999995,2.0,11.0,160.15000000000003,1.0,6.0,133.1,24.0,10.0,9085.0,9.0,9.0,3.51,8.9,39.0,19.0,1.4,1.0,6.0,6.0,0,1.0,0,0.0
Graduate,6.0,12.0,6.0,11.5,160.15000000000003,1.0,6.0,148.0,20.0,7.0,9070.0,1.0,4.0,-0.92,16.2,17.0,3.0,0.3,1.0,6.0,6.0,0,3.5,0,0.0
Graduate,6.0,12.5,6.0,12.0,121.5,1.0,6.0,125.0,21.0,7.0,9254.0,8.0,9.0,0.79,13.9,1.0,38.0,-0.3,19.0,6.0,6.0,1,1.0,0,0.0
Enrolled,1.0,10.0,2.0,10.0,122.8,1.0,12.0,120.0,23.0,13.0,8378.5,3.0,7.0,-3.12,9.4,1.0,37.0,-0.8,1.0,5.0,6.0,0,1.0,0,0.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,118.0,1.0,5.0,140.0,24.0,5.0,9147.0,3.0,4.0,0.32,7.6,39.0,3.0,2.6,12.0,5.0,5.0,0,1.0,0,0.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,134.0,1.0,0.0,139.0,21.0,0.0,9853.0,10.0,4.0,1.79,12.4,51.0,1.0,0.5,1.0,6.0,6.0,0,1.0,0,0.0
Graduate,7.0,12.24285714,7.0,12.24285714,129.8,1.0,8.0,142.0,18.0,8.0,9500.0,8.0,9.0,-1.7,12.7,1.0,38.0,3.7,38.0,8.0,8.0,0,3.5,0,0.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,152.0,1.0,0.0,130.0,27.0,0.0,9991.0,4.0,3.0,3.51,8.9,39.0,1.0,1.4,19.0,5.0,5.0,0,1.0,0,0.0
Graduate,8.0,12.93375,8.0,12.93375,122.8,1.0,8.0,126.0,18.0,8.0,9500.0,5.0,5.0,-3.12,9.4,18.0,37.0,-0.8,37.0,8.0,8.0,0,3.5,0,0.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,150.0,1.0,0.0,150.0,34.0,0.0,9119.0,2.0,2.0,0.79,13.9,7.0,2.0,-0.3,3.0,5.0,5.0,0,1.0,0,0.0
Graduate,7.0,14.42857143,7.0,12.57142857,131.8,1.0,8.0,130.0,18.0,9.0,9853.0,8.0,3.0,2.02,11.1,1.0,19.0,0.6,19.0,7.0,7.0,0,1.0,0,0.0
Enrolled,3.0,11.33333333,3.0,11.81666667,105.9,1.0,3.0,120.0,34.0,4.0,9500.0,16.5,16.5,2.02,11.1,39.0,3.0,0.6,1.0,3.0,3.0,0,1.0,0,0.0
Graduate,4.0,14.33333333,4.0,13.75,132.1,1.0,13.0,138.0,19.0,9.0,9085.0,7.0,4.0,1.74,10.8,1.0,1.0,1.4,1.0,5.0,5.0,0,1.0,0,0.0
Graduate,6.0,11.33333333,6.0,11.16666667,127.4,1.0,6.0,127.0,20.0,8.0,9238.0,0.0,4.0,0.32,7.6,1.0,19.0,2.6,19.0,6.0,6.0,0,3.5,0,0.0
Graduate,7.0,12.32428571,7.0,12.32428571,129.5,1.0,8.0,140.0,18.0,8.0,9500.0,7.0,7.0,1.74,10.8,1.0,19.0,1.4,19.0,8.0,8.0,0,3.5,0,0.0
Graduate,6.0,11.71428571,6.0,12.16666667,126.7,1.0,7.0,130.0,21.0,6.0,9238.0,10.0,5.0,0.79,13.9,44.0,38.0,-0.3,38.0,6.0,6.0,0,1.0,1,0.0
Graduate,4.0,11.25,5.0,11.14285714,116.5,1.0,11.0,128.0,18.0,11.0,9238.0,8.0,9.0,-0.92,16.2,17.0,37.0,0.3,19.0,6.0,6.0,1,2.0,0,0.0
Graduate,4.0,10.75,4.0,11.0,119.1,1.0,9.0,132.0,18.0,9.0,9238.0,0.0,0.0,0.32,7.6,1.0,34.0,2.6,34.0,6.0,6.0,0,1.0,0,0.0
Graduate,7.0,12.91428571,7.0,12.91428571,126.5,1.0,8.0,149.0,18.0,8.0,9500.0,9.0,9.0,-1.7,12.7,1.0,38.0,3.7,19.0,8.0,8.0,0,2.0,0,0.0
Graduate,6.0,14.16666667,6.0,13.83333333,149.8,1.0,6.0,155.0,18.0,6.0,9773.0,4.0,1.0,-0.92,16.2,1.0,19.0,0.3,3.0,6.0,6.0,1,3.5,0,0.0
Graduate,5.0,13.4,6.0,13.85714286,115.1,1.0,9.0,120.0,19.0,8.0,9085.0,7.0,8.0,0.79,13.9,1.0,1.0,-0.3,19.0,6.0,6.0,0,1.0,0,0.0
Dropout,5.0,12.8,6.0,13.71428571,124.5,1.0,6.0,133.1,34.0,7.0,9254.0,3.0,2.0,-0.92,16.2,39.0,19.0,0.3,3.0,6.0,6.0,1,1.0,0,0.0
Graduate,7.0,12.64285714,7.0,12.64285714,128.3,1.0,8.0,131.0,18.0,8.0,9500.0,4.0,7.0,-1.7,12.7,1.0,1.0,3.7,38.0,8.0,8.0,1,2.0,0,0.0
Graduate,6.0,12.91666667,6.0,12.91666667,136.0,1.0,7.0,149.0,18.0,7.0,9500.0,9.0,9.0,0.32,7.6,1.0,37.0,2.6,37.0,7.0,7.0,1,1.0,0,0.0
Graduate,6.0,15.85714286,6.0,15.625,140.0,1.0,8.0,140.0,20.0,8.0,9130.0,2.0,9.0,0.79,13.9,43.0,3.0,-0.3,1.0,6.0,6.0,1,1.0,0,0.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,126.3,1.0,8.0,133.1,26.0,7.0,9991.0,9.0,9.0,-0.92,16.2,39.0,37.0,0.3,37.0,5.0,5.0,1,1.0,0,0.0
Graduate,6.0,12.0,6.0,11.71428571,126.9,1.0,7.0,122.0,21.0,8.0,9773.0,5.0,4.0,0.32,7.6,43.0,1.0,2.6,1.0,6.0,6.0,0,1.0,0,0.0
Enrolled,8.0,13.3125,6.0,12.125,145.0,1.0,9.0,130.0,25.0,10.0,9556.0,5.0,4.0,-4.06,15.5,39.0,1.0,2.8,1.0,8.0,7.0,0,1.0,0,0.0
Graduate,5.0,11.6,5.0,11.6,115.8,1.0,5.0,121.0,19.0,7.0,9147.0,5.0,5.0,1.79,12.4,18.0,3.0,0.5,19.0,5.0,5.0,1,1.0,0,0.0
Dropout,0.0,6.8750000049999995,1.0,10.0,100.0,1.0,6.0,120.0,24.0,11.0,8378.5,7.0,8.0,-3.12,9.4,39.0,37.0,-0.8,19.0,6.0,6.0,0,1.0,0,0.0
Dropout,0.0,6.8750000049999995,1.0,10.0,102.5,1.0,13.0,133.1,27.0,16.0,8378.5,4.0,5.0,3.51,8.9,39.0,19.0,1.4,1.0,6.0,6.0,1,1.0,0,0.0
Dropout,2.0,13.5,0.0,7.3999999999999995,131.5,1.0,9.0,121.0,21.0,10.0,9085.0,3.0,1.0,0.32,7.6,17.0,37.0,2.6,19.0,5.0,5.0,0,1.0,0,0.0
Graduate,3.0,12.33333333,4.0,13.0,147.0,1.0,8.0,133.0,18.0,7.0,9147.0,7.0,7.0,-3.12,9.4,1.0,38.0,-0.8,38.0,5.0,5.0,1,1.0,0,0.0
Graduate,6.0,14.5,6.0,13.33333333,122.5,1.0,6.0,134.0,19.0,6.0,9853.0,7.0,5.0,1.74,10.8,1.0,37.0,1.4,37.0,6.0,6.0,1,3.5,0,0.0
Dropout,2.0,12.5,4.0,11.25,117.5,1.0,13.0,115.0,18.0,9.0,9254.0,3.0,3.0,-3.12,9.4,1.0,1.0,-0.8,1.0,6.0,6.0,0,3.0,0,0.0
Graduate,7.0,12.19285714,5.0,13.85,150.0,1.0,9.0,127.0,19.0,9.0,9500.0,9.0,5.0,2.02,11.1,51.0,1.0,0.6,19.0,8.0,7.0,1,1.0,0,0.0
Graduate,7.0,14.9125,6.0,13.74166667,127.5,1.0,9.0,135.0,19.0,8.0,9500.0,5.0,4.0,-0.92,16.2,18.0,38.0,0.3,1.0,8.0,7.0,1,1.0,0,0.0
Graduate,5.0,15.8,6.0,15.33333333,140.0,1.0,5.0,140.0,33.0,7.0,9991.0,3.0,3.0,2.02,11.1,7.0,5.0,0.6,40.0,5.0,6.0,0,1.0,0,0.0
Graduate,5.0,13.8,5.0,11.0,130.0,1.0,5.0,130.0,34.0,6.0,9147.0,10.0,3.0,1.79,12.4,7.0,4.0,0.5,1.0,5.0,5.0,0,1.0,0,0.0
Graduate,6.0,12.85714286,6.0,12.0,133.3,1.0,7.0,135.0,20.0,6.0,9238.0,9.0,9.0,2.02,11.1,1.0,1.0,0.6,1.0,6.0,6.0,1,1.0,0,0.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,97.0,1.0,5.0,140.0,28.0,5.0,9670.0,0.0,0.0,0.32,7.6,39.0,34.0,2.6,34.0,5.0,5.0,0,2.0,0,0.0
Graduate,7.0,11.57142857,7.0,11.57142857,112.0,1.0,15.0,120.0,19.0,15.0,9500.0,8.0,5.0,-1.7,12.7,43.0,1.0,3.7,1.0,8.0,8.0,1,1.0,0,0.0
Graduate,3.0,12.66666667,6.0,12.85714286,123.6,1.0,6.0,140.0,18.0,10.0,9254.0,5.0,4.0,-1.7,12.7,1.0,37.0,3.7,1.0,6.0,6.0,0,2.0,0,0.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,130.5,1.0,0.0,133.1,34.0,0.0,9254.0,6.0,4.0,-4.06,15.5,39.0,19.0,2.8,19.0,6.0,6.0,0,1.0,0,0.0
Graduate,5.0,13.2,5.0,13.0,133.3,1.0,5.0,135.0,19.0,5.0,9670.0,3.0,4.0,-3.12,9.4,1.0,3.0,-0.8,1.0,5.0,5.0,0,2.0,0,0.0
Graduate,5.0,12.0,5.0,11.0,132.1,1.0,8.0,123.0,21.0,9.0,9254.0,9.0,9.0,-4.06,15.5,1.0,37.0,2.8,1.0,6.0,6.0,1,1.0,0,0.0
Dropout,1.0,15.0,3.0,12.0,100.0,1.0,12.0,133.1,21.0,12.0,9147.0,10.0,9.0,-0.92,16.2,1.0,1.0,0.3,37.0,5.0,5.0,0,1.0,0,0.0
Graduate,6.0,13.0,5.0,12.6,140.4,1.0,6.0,154.0,22.0,6.0,9238.0,9.0,9.0,1.74,10.8,1.0,37.0,1.4,38.0,6.0,6.0,1,1.0,0,0.0
Graduate,6.0,13.16666667,5.0,13.4,141.7,1.0,7.0,148.0,18.0,8.0,9853.0,7.0,5.0,-3.12,9.4,1.0,19.0,-0.8,19.0,6.0,6.0,1,1.0,0,0.0
Graduate,6.0,11.57142857,6.0,11.33333333,119.7,1.0,9.0,133.0,18.0,9.0,9238.0,9.0,3.0,-4.06,15.5,17.0,37.0,2.8,37.0,6.0,6.0,1,2.0,0,0.0
Dropout,4.0,14.25,4.0,13.5,122.5,0.0,10.0,126.0,25.0,14.0,9130.0,9.0,9.0,-3.12,9.4,1.0,1.0,-0.8,19.0,5.0,5.0,0,1.0,0,0.0
Dropout,3.0,10.33333333,3.0,11.75,140.0,0.0,14.0,133.1,24.0,11.0,9085.0,7.0,9.0,-0.92,16.2,39.0,19.0,0.3,19.0,6.0,6.0,0,1.0,1,0.0
Enrolled,7.0,11.4625,6.0,12.47142857,119.4,1.0,8.0,125.0,19.0,10.0,9500.0,4.0,4.0,1.79,12.4,1.0,1.0,0.5,3.0,7.0,7.0,0,3.0,0,0.0
Enrolled,9.0,13.55555556,10.5,12.90909091,155.0,1.0,15.0,145.0,24.0,16.0,8378.5,3.0,3.0,1.79,12.4,16.0,3.0,0.5,3.0,10.0,10.0,0,1.0,0,0.0
Graduate,5.0,13.6,5.0,11.6,119.1,1.0,5.0,118.0,20.0,5.0,9147.0,5.0,5.0,1.79,12.4,1.0,19.0,0.5,37.0,5.0,5.0,1,2.0,0,0.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,122.7,0.0,9.0,120.0,25.0,5.0,9147.0,1.0,9.0,1.74,10.8,39.0,1.0,1.4,37.0,5.0,5.0,0,1.0,0,0.0
Graduate,10.0,12.36363636,9.0,12.9,117.9,1.0,12.0,127.0,20.0,13.0,9147.0,10.0,9.0,3.51,8.9,1.0,19.0,1.4,38.0,10.0,10.0,1,1.0,0,0.0
Graduate,8.0,13.22,8.0,13.22,130.0,1.0,8.0,130.0,23.0,8.0,9500.0,3.0,5.0,-3.12,9.4,7.0,38.0,-0.8,19.0,8.0,8.0,0,1.0,0,0.0
Graduate,7.0,13.15142857,7.0,13.15142857,120.0,1.0,8.0,129.0,19.0,8.0,9500.0,6.0,7.0,1.74,10.8,17.0,37.0,1.4,19.0,8.0,8.0,1,3.0,0,0.0
Dropout,3.0,11.33333333,3.0,12.75,130.0,0.0,8.0,130.0,29.0,13.0,9003.0,10.0,9.0,0.79,13.9,44.0,37.0,-0.3,37.0,6.0,6.0,0,1.0,1,0.0
Graduate,4.0,12.25,6.0,11.33333333,116.8,1.0,8.0,121.0,21.0,8.0,9254.0,7.0,4.0,2.02,11.1,1.0,37.0,0.6,19.0,6.0,6.0,0,3.0,0,0.0
Graduate,5.0,14.14285714,6.0,13.25,123.4,1.0,13.0,136.0,18.0,10.0,9670.0,8.0,9.0,2.02,11.1,1.0,1.0,0.6,19.0,6.0,6.0,1,1.0,0,0.0
Enrolled,5.0,12.4,5.0,12.4,125.4,1.0,6.0,125.0,19.0,7.0,9070.0,9.0,9.0,-3.12,9.4,1.0,38.0,-0.8,19.0,6.0,6.0,0,3.0,0,0.0
Dropout,6.0,12.83333333,6.0,15.0,127.2,1.0,6.0,131.0,18.0,6.0,9773.0,7.0,7.0,3.51,8.9,1.0,37.0,1.4,38.0,6.0,6.0,1,3.0,0,0.0
Graduate,5.0,13.0,5.0,14.4,103.4,1.0,6.0,122.0,19.0,6.0,9085.0,6.0,16.5,0.32,7.6,1.0,19.0,2.6,9.0,5.0,5.0,0,1.0,0,0.0
Enrolled,0.0,6.8750000049999995,1.0,11.0,123.2,1.0,12.0,127.0,18.0,12.0,9773.0,8.0,9.0,-3.12,9.4,1.0,37.0,-0.8,37.0,6.0,6.0,0,1.0,0,0.0
Graduate,5.0,10.8,5.0,12.4,124.1,1.0,6.0,136.0,18.0,8.0,9147.0,4.0,4.0,3.51,8.9,17.0,1.0,1.4,1.0,5.0,5.0,0,1.0,0,0.0
Dropout,0.0,6.8750000049999995,1.0,16.0,99.5,0.0,12.0,133.1,34.0,13.0,9556.0,7.0,7.0,3.51,8.9,39.0,37.0,1.4,38.0,7.0,7.0,1,1.0,1,0.0
Graduate,5.0,12.33333333,5.0,13.57142857,124.9,1.0,14.0,127.0,29.0,10.0,9991.0,6.0,6.0,-0.92,16.2,17.0,37.0,0.3,37.0,5.0,5.0,0,1.0,0,0.0
